"team","SC","Season.x","conference.x","Con.Games","Cwins","AvScore","AvOscore","AORteam","ADRteam","WinP","Pyth.Score","Pyth.ORDR","Season.y","conference.y","ConAvScore","ConSdAvScore","ConAvOscore","ConSdAvOscore","ConAORteam","ConSdAORteam","ConADRteam","ConSdADRteam","ConPythPoints","ConSdPythPoints","ConPythORDR","ConSdPythORDR","Ind.Pyth.Score","Ind.Pyth.ORDR","Ind.P","IndScore","IndOScore","Ind","name"
1101,"2014_southland",2014,"southland",14,2,67.3571428571429,76.7142857142857,98.6379597218114,113.041340110857,0.142857142857143,0.183036562611112,0.172584456847487,2014,"southland",72.7863856068743,5.37481172095177,73.1340016708438,5.28807298591091,106.104496729547,7.45691519782073,106.623741088517,4.18789253096416,0.483096505978539,0.242748120200458,0.479792900263044,0.244836511848389,1,1,2,1,1,2,"abilene chr"
1101,"2015_southland",2015,"southland",18,4,61.6111111111111,70.7777777777778,95.104861739861,110.117210240941,0.222222222222222,0.168669989298487,0.156368493194319,2015,"southland",71.6430499325236,7.18657980144438,71.8898335582546,6.09622349035767,104.318940995181,8.54515630486853,104.676376494131,6.47474410653388,0.483436526345395,0.254991327480484,0.484576937488317,0.256926428141202,1,1,2,1,1,2,"abilene chr"
1101,"2016_southland",2016,"southland",18,8,70.3888888888889,73.9444444444444,101.466138699185,107.294254598512,0.444444444444444,0.361997628932463,0.344732534169769,2016,"southland",75.2102564102564,3.97469939974038,75.4080071974809,6.56572727137938,105.188397390507,6.03653251826552,105.471292006016,6.52249377180457,0.466396558687193,0.206664692444094,0.461293378863247,0.206898162053444,1,1,2,1,1,2,"abilene chr"
1102,"2003_mwc",2003,"mwc",15,3,53.6,60.6,97.9450480959518,111.355386815655,0.2,0.195985443187418,0.186080499385781,2003,"mwc",68.391574754902,6.37025290989435,68.5470588235294,5.79606701420141,107.289567374021,4.34048371289552,107.540556054142,6.21876940371585,0.490016023736911,0.214327831201801,0.494455918867711,0.218948702735328,1,1,2,0,1,1,"air force"
1102,"2004_mwc",2004,"mwc",15,12,61,54.7333333333333,112.244243676221,100.329983467982,0.8,0.776712656384496,0.784222592312803,2004,"mwc",67.1062806372549,4.11103774605716,67.2154411764706,6.59138461392496,104.586688863784,5.27231523964273,104.735312582807,4.26318168251963,0.501507674767457,0.209352767951775,0.493692386444468,0.208079587326957,1,1,2,1,1,2,"air force"
1102,"2005_mwc",2005,"mwc",15,9,60.9333333333333,57,106.614476578583,99.7453513231354,0.6,0.682954875926754,0.682630459390693,2005,"mwc",66.4085784313725,3.8043812824128,66.6356924019608,7.04441299379651,103.242381818668,6.36372044983052,103.609006781286,5.17510576644363,0.490751058109833,0.254066837482219,0.480599835927186,0.2594107569197,1,1,2,1,1,2,"air force"
1102,"2006_mwc",2006,"mwc",17,12,61,55.1176470588235,110.087870742052,99.3936619021565,0.705882352941177,0.762447526610947,0.764082035512499,2006,"mwc",67.1414593127699,5.67193683578258,67.2012192791346,6.22468959094148,102.676250401749,6.47046915014611,102.764374327223,3.74626567151186,0.502552445059407,0.200571874006861,0.497977818239308,0.203112713189321,1,1,2,1,1,2,"air force"
1102,"2007_mwc",2007,"mwc",17,10,63.5294117647059,58.2941176470588,106.831102658064,97.9729166253178,0.588235294117647,0.728894416577638,0.730156615989816,2007,"mwc",70.1413637579788,4.93505980000331,70.2537553032909,5.64460569087747,105.03978413027,6.45053278680801,105.205991127111,6.54374396636353,0.49668652797477,0.221736075104054,0.494725452194193,0.225169082546242,1,1,2,1,0,1,"air force"
1102,"2008_mwc",2008,"mwc",17,8,54.9411764705882,57.7058823529412,94.1755007532746,99.0255383863904,0.470588235294118,0.362482796949076,0.35950720358672,2008,"mwc",65.2489584527768,5.40683741627851,65.3696632649161,5.68869615317733,100.115920516785,6.05643551284755,100.299481241879,6.64242747214185,0.5053559732649,0.265425885396306,0.506414745984855,0.270844035197503,1,1,2,1,1,2,"air force"
1102,"2009_mwc",2009,"mwc",18,1,53.2777777777778,65.6666666666667,90.9847473774436,112.443099607101,0.0555555555555556,0.0828431521394951,0.080528531891591,2009,"mwc",67.1530405534534,6.29461379492113,67.2527997553797,5.09294833606039,102.949862515319,6.19903695697,103.096978370636,7.58189414614684,0.503475430025299,0.290157560487407,0.508767979548612,0.292403500066589,1,1,2,0,1,1,"air force"
